0x000	struct X2EnterWorldResponsePacket
0x125	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCEmotionExpressedPacket>
0x126	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSoldItemListPacket>
0x127	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCActionSlotsPacket>
0x128	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAuctionPostedPacket>
0x129	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAuctionSearchedPacket>
0x12A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAuctionLowestPricePacket>
0x12B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAuctionBidPacket>
0x12C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAuctionCanceledPacket>
0x12D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAuctionMessagePacket>
0x12E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDiceValuePacket>
0x12F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCNpcSpawnerPacket>
0x130	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCActabilityPacket>
0x131	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCHungPacket>
0x132	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnhungPacket>
0x133	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCBondDoodadPacket>
0x134	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnbondDoodadPacket>
0x135	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCPlaySequencePacket>
0x136	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGimmicksCreatedPacket>
0x137	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGimmicksRemovedPacket>
0x138	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGimmickMovementPacket>
0x139	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGimmickJointsBrokenPacket>
0x13A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGimmickResetJointsPacket>
0x13B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGimmickGraspedPacket>
0x13C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCWorldRayCastingResultPacket>
0x13D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCWorldAimPointPacket>
0x13E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCWorldAABBPacket>
0x13F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestContextFailedPacket>
0x140	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestContextStartedPacket>
0x141	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestUnitReqFailedPacket>
0x142	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestContextUpdatedPacket>
0x143	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,CSQuestAcceptConditionalPacket>
0x144	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestContextCompletedPacket>
0x145	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestContextResetPacket>
0x146	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDoodadCompleteQuestPacket>
0x147	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestRewardedByMailPacket>
0x148	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestListPacket>
0x149	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCQuestMailSentPacket>
0x14A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCScheduleItemSentPacket>
0x14B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSoundAreaEventPacket>
0x14C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAreaChatBubblePacket>
0x14D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCChatBubblePacket>
0x14E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAreaTeamMessagePacket>
0x14F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDoodadSoundPacket>
0x150	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDoodadPhaseMsgPacket>
0x151	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDoodadUccStringPacket>
0x152	 NoPck
0x153	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDoodadUccDataPacket>
0x154	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUccCharacterNameLoadedPacket>
0x155	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCNaviTeleportPacket>
0x156	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCItemUccDataChangedPacket>
0x157	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCanStartTradePacket>
0x158	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCannotStartTradePacket>
0x159	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeStartedPacket>
0x15A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeCanceledPacket>
0x15B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeItemPutupPacket>
0x15C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCOtherTradeItemPutupPacket>
0x15D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeMoneyPutupPacket>
0x15E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCOtherTradeMoneyPutupPacket>
0x15F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeItemTookdownPacket>
0x160	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCOtherTradeItemTookdownPacket>
0x161	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeOkUpdatePacket>
0x162	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeLockUpdatePacket>
0x163	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTradeMadePacket>
0x164	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTowerDefListPacket>
0x165	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTowerDefStartPacket>
0x166	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTowerDefEndPacket>
0x167	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTowerDefWaveStartPacket>
0x168	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCrimeChangedPacket>
0x169	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCriminalArrestedPacket>
0x16A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAskImprisonOrTrialPacket>
0x16B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInviteJuryPacket>
0x16C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSummonJuryPacket>
0x16D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCJuryBeSeatedPacket>
0x16E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSummonDefendantPacket>
0x16F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCrimeDataPacket>
0x170	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCrimeRecordsPacket>
0x171	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCChangeTrialStatePacket>
0x172	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCChangeJuryOKCountPacket>
0x173	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCChangeJuryVerdictCountPacket>
0x174	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTrialWaitStatusPacket>
0x175	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCJuryWaitStatusPacket>
0x176	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRulingStatusPacket>
0x177	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRulingClosedPacket>
0x178	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTrialAudienceJoinedPacket>
0x179	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTrialAudienceLeftPacket>
0x17A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTrialInfoPacket>
0x17B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCJuryWaitingNumberPacket>
0x17C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTrialCancledPacket>
0x17D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCBotSuspectReportedPacket>
0x17E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCBotSuspectArrestedPacket>
0x17F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnderWaterPacket>
0x180	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCharacterGamePointsPacket>
0x181	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGamePointChangedPacket>
0x182	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCJuryPointChangedPacket>
0x183	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAppliedToInstantGamePacket>
0x184	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCancelInstantGamePacket>
0x185	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameStatePacket>
0x186	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInviteToInstantGamePacket>
0x187	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameInviteTimeoutPacket>
0x188	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameJoinedPacket>
0x189	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameStartPacket>
0x18A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameEndPacket>
0x18B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameAddPointPacket>
0x18C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameKillPacket>
0x18D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInstantGameKillstreakPacket>
0x18E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCLoadInstancePacket>
0x18F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCProcessingInstancePacket>
0x190	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGmCommandPacket>
0x191	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGmDumpInventoryPacket>
0x192	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGmDumpEquipmentPacket>
0x193	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGmDumpQuestsPacket>
0x194	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGmDumpCompletedQuestsPacket>
0x195	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGmDumpNpcPacket>
0x196	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCKickedPacket>
0x197	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAccountWarnedPacket>
0x198	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAboxTeleportPacket>
0x199	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDelayedTaskOnInGameNotifyPacket>
0x19A	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAppellationsPacket>
0x19B	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAppellationGainedPacket>
0x19C	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAppellationChangedPacket>
0x19D	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTutorialSavedPacket>
0x19E	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCEmblemUploadedPacket>
0x19F	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCEmblemDownloadedPacket>
0x1A0	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCShipyardStatePacket>
0x1A1	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSlaveStatePacket>
0x1A2	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCMateStatePacket>
0x1A3	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDumpCombatInfoPacket>
0x1A4	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUccCheckecPacket>
0x1A5	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCShowQuestAreaPacket>
0x1A6	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCShowCommonFarmPacket>
0x1A7	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCResponseCommonFarmListPacket>
0x1A8	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTelescopeToggledPacket>
0x1A9	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTelescopeUnitsPacket>
0x1AA	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTransferTelescopeToggledPacket>
0x1AB	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCTransferTelescopeUnitsPacket>
0x1AC	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSchoolOfFishFinderToggledPacket>
0x1AD	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSchoolOfFishDoodadsPacket>
0x1AE	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCShowDemoModeUiPacket>
0x1AF	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDemoCharResetItemPacket>
0x1B0	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDemoCharResetLocPacket>
0x1B1	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDemoResetActionSlotPacket>
0x1B2	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSetBreathPacket>
0x1B3	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAggroTargetChanged>
0x1B4	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCDoodadReqBattleFieldPacket>
0x1B5	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCraftFailedPacket>
0x1B6	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCExpertLimitModifiedPacket>
0x1B7	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCExpertExpandedPacket>
0x1B8	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAccountInfoPacket>
0x1B9	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAiDebugPacket>
0x1BA	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCAiAggroPacket>
0x1BB	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCHSRequestPacket>
0x1BC	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCHackGuradRetAddrsRequestPacket>
0x1BD	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnitLocationPacket>
0x1BE	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRestrictInfo>
0x1BF	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCIsUnitInFarmPacket>
0x1C0	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCResponseUIDataPacket>
0x1C1	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnitVisualOptionsPacket>
0x1C2	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCNotifyUIMessagePacket>
0x1C3	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRefreshInCharacterListPacket>
0x1C4	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCResultRestrictCheck>
0x1C5	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSMenuList>
0x1C6	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSGoodList>
0x1C7	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSGoodDetail>
0x1C8	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSCheckTime>
0x1C9	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSBuyResult>
0x1CA	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSSyncGood>
0x1CB	 NoPck
0x1CC	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSCashPoint>
0x1CD	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCICSExchangeRatio>
0x1CE	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCPremiumServiceListPacket>
0x1CF	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCBountyListPacket>
0x1D0	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSetBountyPermittedPacket>
0x1D1	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSetBountyDonePacket>
0x1D2	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCBountyPaidPacket>
0x1D3	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCInvitationCanceledPacket>
0x1D4	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCPlaySoundPacket>
0x1D5	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSendUserMusicPacket>
0x1D6	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUserNoteLoadedPacket>
0x1D7	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCPauseUserMusicPacket>
0x1D8	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCGetSlotCountPacket>
0x1D9	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassSettedPacket>
0x1DA	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassKeyTablesPacket>
0x1DB	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassChangedPacket>
0x1DC	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassCheckedPacket>
0x1DD	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassClearedPacket>
0x1DE	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassCheckOverFailedPacket>
0x1DF	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassAccountLockedPacket>
0x1E0	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSecondPassCreatedPacket>
0x1E1	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCScheduleItemUpdatePacket>
0x1E2	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCScheduledEventStartedPacket>
0x1E3	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCScheduledEventEndedPacket>
0x1E4	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCMouldListPacket>
0x1E5	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCMouldAskedPacket>
0x1E6	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCMouldTakenPacket>
0x1E7	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCToggleBeautyshopResponsePacket>
0x1E8	 NoPck
0x1E9	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCCharacterGenderAndModelModifiedPacket>
0x1EA	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCSpecialtyCurrentPacket>
0x1EB	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnitIdleStatusPacket>
0x1EC	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRaceCondPacket>
0x1ED	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRacingPacket>
0x1EE	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRacingResultPacket>
0x1EF	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRankRewardMailPacket>
0x1F0	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRankCharacterPacket>
0x1F1	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCRankSnapshotPacket>
0x1F2	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUpdatePremiumPointPacket>
0x1F3	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCPremiumPointChangedPacket>
0x1F4	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnitGmModeChangedPacket>
0x1F5	PacketFunctor<ClientPlayer,enum  ServerToClientPacketType,SCUnitPvPPointsChangedPacket>
